"<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>"
"AFKS,D,20210727,000000,30.1150000,30.1310000,29.7460000,29.9110000,25876300"
"AFKS,D,20210728,000000,29.8120000,30.0470000,29.3520000,29.7060000,26201800"
"AFKS,D,20210729,000000,29.7900000,30.3370000,29.6830000,30.2580000,32400000"
"AFKS,D,20210730,000000,30.2900000,30.5290000,29.4820000,29.6610000,41143300"
"AFKS,D,20210802,000000,29.5030000,30.0250000,29.4800000,29.8750000,17937800"
"AFKS,D,20210803,000000,29.8860000,29.9460000,29.2190000,29.6780000,38681000"
"AFKS,D,20210804,000000,29.7080000,29.7080000,29.3560000,29.5980000,19683000"
"AFKS,D,20210805,000000,29.4990000,29.8600000,29.3750000,29.8180000,18425600"
"AFKS,D,20210806,000000,29.8100000,29.8100000,29.4000000,29.5920000,25183000"
"AFKS,D,20210809,000000,29.5000000,29.6090000,29.3500000,29.5110000,14291100"
"AFKS,D,20210810,000000,29.5210000,29.6200000,29.3600000,29.5500000,18392400"
"AFKS,D,20210811,000000,29.5510000,29.8400000,29.2900000,29.5990000,23253500"
"AFKS,D,20210812,000000,29.6990000,29.7280000,29.2700000,29.3500000,26809200"
"AFKS,D,20210813,000000,29.3550000,29.5230000,29.2510000,29.4350000,13695400"
"AFKS,D,20210816,000000,29.3300000,29.4550000,29.1300000,29.2830000,14320200"
"AFKS,D,20210817,000000,29.3140000,29.4710000,29.1850000,29.3100000,20367100"
"AFKS,D,20210818,000000,29.2850000,29.4830000,29.2020000,29.3160000,14355700"
"AFKS,D,20210819,000000,29.2990000,29.3500000,28.6570000,28.7610000,24726300"
"AFKS,D,20210820,000000,28.7600000,28.7930000,28.4250000,28.5000000,23464600"
"AFKS,D,20210823,000000,28.6020000,29.2990000,28.5010000,29.2500000,24576600"
"AFKS,D,20210824,000000,29.2650000,29.4300000,28.9550000,29.2700000,22502500"
"AFKS,D,20210825,000000,29.2040000,30.3740000,29.2040000,30.2800000,55303400"
"AFKS,D,20210826,000000,30.1450000,30.4800000,29.7560000,29.8980000,32304500"
"AFKS,D,20210827,000000,29.9300000,30.0330000,29.3550000,29.6500000,32730400"
"AFKS,D,20210830,000000,29.6550000,30.6800000,29.6550000,30.5500000,41116100"
"AFKS,D,20210831,000000,30.6780000,30.8560000,30.1160000,30.3620000,32692300"
"AFKS,D,20210901,000000,30.4190000,31.2590000,30.3830000,31.2500000,37553900"
"AFKS,D,20210902,000000,31.2750000,31.3110000,30.6020000,30.8670000,34403800"
"AFKS,D,20210903,000000,30.8470000,31.0360000,30.5100000,30.9700000,15557500"
"AFKS,D,20210906,000000,31.0020000,31.1660000,30.8540000,31.1460000,16137400"
"AFKS,D,20210907,000000,31.1610000,31.3000000,30.7650000,30.8800000,22523900"
"AFKS,D,20210908,000000,30.8020000,30.9280000,29.8820000,30.2500000,41492000"
"AFKS,D,20210909,000000,30.2000000,30.2000000,29.1570000,29.3430000,47361700"
"AFKS,D,20210910,000000,29.3430000,29.6000000,29.0300000,29.4000000,35000800"
"AFKS,D,20210913,000000,29.5490000,29.6500000,29.3170000,29.6160000,27642900"
"AFKS,D,20210914,000000,29.6200000,29.6600000,29.1250000,29.1900000,32636600"
"AFKS,D,20210915,000000,29.2760000,29.3950000,29.0010000,29.3080000,22855000"
"AFKS,D,20210916,000000,29.3000000,29.3270000,28.7750000,28.9820000,39336200"
"AFKS,D,20210917,000000,28.9810000,29.3500000,28.8590000,29.0790000,37927500"
"AFKS,D,20210920,000000,28.8820000,28.9680000,27.8740000,27.9320000,49044100"
"AFKS,D,20210921,000000,28.1490000,28.4820000,27.9700000,28.1410000,35256600"
"AFKS,D,20210922,000000,28.1840000,28.9940000,28.0400000,28.8450000,32120100"
"AFKS,D,20210923,000000,28.8000000,28.9450000,28.4000000,28.5980000,30413900"
"AFKS,D,20210924,000000,28.5000000,28.6250000,28.0500000,28.2990000,19815800"
"AFKS,D,20210927,000000,28.4000000,28.8660000,28.3020000,28.6750000,21334100"
"AFKS,D,20210928,000000,28.6990000,28.7000000,27.5100000,27.7470000,41376300"
"AFKS,D,20210929,000000,27.7400000,27.8790000,26.8600000,27.3000000,42998800"
"AFKS,D,20210930,000000,27.3200000,27.3960000,26.5870000,26.8980000,52978700"
"AFKS,D,20211001,000000,26.8800000,27.5430000,26.7000000,27.1940000,47704700"
"AFKS,D,20211004,000000,27.1940000,27.3240000,26.4000000,26.6990000,47137000"
"AFKS,D,20211005,000000,26.6090000,26.8220000,26.3570000,26.5500000,45107700"
"AFKS,D,20211006,000000,26.5530000,26.6170000,25.9800000,26.2480000,51819200"
"AFKS,D,20211007,000000,26.2490000,28.0300000,26.2450000,27.8900000,117110000"
"AFKS,D,20211008,000000,27.8340000,28.1550000,27.4100000,27.9380000,47823200"
"AFKS,D,20211011,000000,28.0790000,28.8590000,28.0780000,28.6840000,57302100"
"AFKS,D,20211012,000000,28.5580000,28.8000000,28.2520000,28.5680000,24799400"
"AFKS,D,20211013,000000,28.6990000,29.0810000,28.1670000,28.8290000,45254000"
"AFKS,D,20211014,000000,28.9700000,29.3600000,28.6380000,28.9900000,37809100"
"AFKS,D,20211015,000000,28.8000000,29.1800000,27.9160000,28.3120000,54034300"
"AFKS,D,20211018,000000,28.3100000,28.5550000,27.6170000,28.4930000,44609900"
"AFKS,D,20211019,000000,28.5070000,28.9470000,28.4940000,28.8090000,32601100"
"AFKS,D,20211020,000000,28.9660000,29.0390000,28.5800000,28.8710000,14371200"
"AFKS,D,20211021,000000,28.9000000,28.9990000,28.0800000,28.2000000,30103800"
"AFKS,D,20211022,000000,28.1820000,28.3890000,27.8460000,27.9120000,18465100"
"AFKS,D,20211025,000000,27.9410000,28.6210000,27.6220000,28.3500000,28894700"
"AFKS,D,20211026,000000,28.4900000,28.5250000,27.9810000,28.0510000,21000600"
"AFKS,D,20211027,000000,28.0000000,28.2400000,27.8030000,27.8480000,22847100"
"AFKS,D,20211028,000000,27.8000000,28.1670000,26.8500000,27.4790000,47585600"
"AFKS,D,20211029,000000,27.4100000,27.5760000,26.9400000,27.0830000,22908000"
"AFKS,D,20211101,000000,27.0830000,27.5380000,26.6940000,27.5120000,23146300"
"AFKS,D,20211102,000000,27.5440000,28.0000000,27.3710000,27.6100000,32729000"
"AFKS,D,20211103,000000,27.5730000,28.1990000,27.4830000,28.1400000,24672500"
"AFKS,D,20211105,000000,27.8930000,28.5600000,27.8030000,28.1320000,20446500"
"AFKS,D,20211108,000000,28.1790000,28.4960000,28.0190000,28.3110000,18608600"
"AFKS,D,20211109,000000,28.3810000,28.5000000,27.8760000,27.9500000,22370000"
"AFKS,D,20211110,000000,27.8920000,28.2090000,27.2390000,27.5150000,16660200"
"AFKS,D,20211111,000000,27.6150000,28.2910000,27.4310000,28.1570000,18915200"
"AFKS,D,20211112,000000,28.2970000,28.2970000,27.3290000,27.4100000,35067200"
"AFKS,D,20211115,000000,27.4520000,27.7570000,27.3250000,27.5740000,16120200"
"AFKS,D,20211116,000000,27.7160000,28.1000000,27.4220000,27.6000000,24767000"
"AFKS,D,20211117,000000,27.6200000,27.9000000,27.5000000,27.6700000,12444400"
"AFKS,D,20211118,000000,27.6500000,28.0490000,27.5200000,27.8690000,19618100"
"AFKS,D,20211119,000000,27.9790000,28.0250000,26.4750000,27.0010000,42668800"
"AFKS,D,20211122,000000,26.9900000,26.9900000,25.6420000,25.8190000,57092100"
"AFKS,D,20211123,000000,25.6510000,26.5000000,24.7200000,26.4150000,50260900"
"AFKS,D,20211124,000000,26.4150000,27.0880000,25.9140000,26.1180000,44447300"
"AFKS,D,20211125,000000,26.2560000,26.3890000,25.7290000,26.1700000,23997600"
"AFKS,D,20211126,000000,25.8710000,26.0940000,25.0450000,25.2010000,36617100"
"AFKS,D,20211129,000000,25.3190000,25.7680000,24.5700000,25.1490000,49961500"
"AFKS,D,20211130,000000,25.0200000,25.4310000,24.7010000,25.0970000,28568700"
"AFKS,D,20211201,000000,25.1420000,25.5270000,24.9360000,25.0300000,35710700"
"AFKS,D,20211202,000000,25.0440000,25.5000000,24.6520000,25.0180000,33829000"
"AFKS,D,20211203,000000,25.1780000,25.2370000,24.2000000,24.4740000,35787800"
"AFKS,D,20211206,000000,24.5760000,24.7720000,23.5100000,24.0010000,35251400"
"AFKS,D,20211207,000000,24.0000000,24.2870000,23.7000000,24.2010000,30466800"
"AFKS,D,20211208,000000,24.3000000,24.5990000,23.1870000,23.6500000,40854000"
"AFKS,D,20211209,000000,23.6980000,23.7480000,23.2000000,23.3600000,28052300"
"AFKS,D,20211210,000000,23.4390000,23.5440000,22.7800000,22.8290000,32546600"
"AFKS,D,20211213,000000,22.9200000,22.9200000,20.6990000,21.0880000,77329500"
"AFKS,D,20211214,000000,21.2500000,22.4900000,18.7910000,22.0900000,108177800"
"AFKS,D,20211215,000000,22.1980000,22.9840000,21.9300000,22.7850000,58758900"
"AFKS,D,20211216,000000,22.9740000,24.0440000,22.6200000,23.5290000,76778900"
"AFKS,D,20211217,000000,23.5020000,23.7510000,22.7810000,23.2550000,44718500"
"AFKS,D,20211220,000000,23.1980000,23.1980000,22.4000000,22.4990000,37121100"
"AFKS,D,20211221,000000,22.6910000,23.0770000,22.3820000,22.6410000,30996200"
"AFKS,D,20211222,000000,22.7000000,22.9460000,22.3080000,22.5200000,37632400"
"AFKS,D,20211223,000000,22.6100000,22.8380000,22.0720000,22.3400000,34848700"
"AFKS,D,20211224,000000,22.3900000,22.4730000,22.1800000,22.3250000,25380700"
"AFKS,D,20211227,000000,22.3250000,22.5810000,22.3000000,22.5560000,30014500"
"AFKS,D,20211228,000000,22.5990000,23.9450000,22.5090000,23.6000000,86652900"
"AFKS,D,20211229,000000,23.6520000,23.9000000,23.1420000,23.5300000,34689400"
"AFKS,D,20211230,000000,23.5000000,23.6970000,23.1070000,23.3640000,35168300"
"AFKS,D,20220103,000000,23.4500000,24.5500000,23.3110000,24.5170000,31417000"
"AFKS,D,20220104,000000,24.5360000,25.2950000,24.4670000,24.7080000,41109800"
"AFKS,D,20220105,000000,24.7080000,25.1790000,23.1000000,23.5930000,49059400"
"AFKS,D,20220106,000000,23.5050000,24.4600000,23.1020000,24.2000000,41811100"
"AFKS,D,20220110,000000,24.1800000,24.5500000,23.2000000,23.8610000,33013100"
"AFKS,D,20220111,000000,23.9500000,24.1880000,23.5550000,24.1300000,31950300"
"AFKS,D,20220112,000000,24.1060000,24.3590000,23.7920000,24.1600000,23346700"
"AFKS,D,20220113,000000,24.1580000,24.1660000,22.7290000,22.9820000,59001000"
"AFKS,D,20220114,000000,23.0110000,23.4280000,21.5010000,22.5420000,84227700"
"AFKS,D,20220117,000000,22.5000000,22.9840000,21.8500000,22.1590000,56970200"
"AFKS,D,20220118,000000,22.2000000,22.2470000,20.2000000,21.4700000,100241400"
"AFKS,D,20220119,000000,21.5020000,22.8630000,20.2010000,22.0710000,119069400"
"AFKS,D,20220120,000000,22.1970000,22.6250000,21.6660000,21.8720000,49471000"
"AFKS,D,20220121,000000,21.8200000,22.1010000,21.3100000,21.4500000,55350600"
"AFKS,D,20220124,000000,21.4280000,21.7000000,18.9000000,19.9410000,124922500"
"AFKS,D,20220125,000000,19.9610000,20.6750000,19.1240000,19.8100000,91275300"
"AFKS,D,20220126,000000,19.8220000,19.9740000,19.2010000,19.4760000,69343600"
"AFKS,D,20220127,000000,19.3740000,20.6800000,19.1950000,20.2670000,99466000"
"AFKS,D,20220128,000000,20.2500000,20.7250000,19.8020000,19.9920000,52956300"
"AFKS,D,20220131,000000,20.0680000,20.6590000,19.6910000,20.5010000,60922500"
"AFKS,D,20220201,000000,20.6500000,20.9790000,20.2330000,20.5950000,43039100"
"AFKS,D,20220202,000000,20.6170000,20.7000000,20.0600000,20.2290000,37739200"
"AFKS,D,20220203,000000,20.1500000,20.2370000,19.6510000,19.6700000,35986000"
"AFKS,D,20220204,000000,19.7780000,20.1300000,19.4550000,19.7500000,32983000"
"AFKS,D,20220207,000000,19.7130000,19.8880000,19.2500000,19.4170000,24439500"
"AFKS,D,20220208,000000,19.3980000,20.0680000,19.3000000,20.0130000,32491200"
"AFKS,D,20220209,000000,20.2110000,20.6900000,20.0150000,20.5200000,32823400"
"AFKS,D,20220210,000000,20.4320000,20.6290000,20.1620000,20.2690000,27596000"
"AFKS,D,20220211,000000,20.2320000,20.5000000,19.2700000,19.3480000,61584900"
"AFKS,D,20220214,000000,19.3000000,19.4260000,17.6960000,19.2070000,79294200"
"AFKS,D,20220215,000000,19.2690000,20.2880000,19.2690000,20.2500000,46718300"
"AFKS,D,20220216,000000,20.2890000,21.5010000,20.2820000,21.3220000,75686800"
"AFKS,D,20220217,000000,21.3500000,21.3990000,19.8600000,20.1900000,67456800"
"AFKS,D,20220218,000000,20.2000000,20.5040000,18.8530000,18.8890000,77541900"
"AFKS,D,20220221,000000,18.8030000,19.7000000,14.8460000,15.9500000,206894300"
"AFKS,D,20220222,000000,15.3000000,18.2500000,13.1700000,17.7700000,320404400"
"AFKS,D,20220224,000000,15.9520000,15.9520000,10.0000000,12.6500000,187372800"
"AFKS,D,20220225,000000,11.9690000,14.7880000,11.7500000,12.6300000,124847500"
"AFKS,D,20220324,000000,11.6300000,14.4140000,11.5000000,12.8900000,92829600"
"AFKS,D,20220325,000000,13.1000000,13.2990000,12.6030000,12.6030000,31075200"
"AFKS,D,20220328,000000,12.6210000,12.6980000,11.4000000,11.6500000,20482700"
"AFKS,D,20220329,000000,11.6560000,12.4000000,11.3000000,11.5400000,31056500"
"AFKS,D,20220330,000000,12.1890000,12.6900000,11.7100000,12.5000000,27560500"
"AFKS,D,20220331,000000,12.8010000,14.0000000,12.7500000,13.9090000,78206600"
"AFKS,D,20220401,000000,14.3800000,14.8800000,13.8900000,13.8900000,58858900"
"AFKS,D,20220404,000000,14.0890000,14.4990000,13.5010000,14.1050000,39826600"
"AFKS,D,20220405,000000,14.2000000,14.2720000,12.7560000,13.4510000,25172200"
"AFKS,D,20220406,000000,13.3260000,13.9230000,12.8560000,13.4930000,14142900"
"AFKS,D,20220407,000000,13.4000000,14.0950000,13.2730000,13.6220000,15798600"
"AFKS,D,20220408,000000,13.7990000,13.8000000,13.0200000,13.2130000,22401700"
"AFKS,D,20220411,000000,13.2000000,13.5290000,13.0000000,13.2000000,13782400"
"AFKS,D,20220412,000000,13.1970000,13.3290000,12.6400000,13.0440000,14615800"
"AFKS,D,20220413,000000,13.2010000,13.6940000,13.0500000,13.2000000,29579500"
"AFKS,D,20220414,000000,13.2500000,13.2640000,12.5000000,12.5340000,18956300"
"AFKS,D,20220415,000000,12.5360000,12.7000000,12.1000000,12.6680000,11981600"
"AFKS,D,20220418,000000,12.7400000,12.8400000,12.0280000,12.1000000,14541400"
"AFKS,D,20220419,000000,12.1090000,12.2990000,11.6570000,12.1430000,18761400"
"AFKS,D,20220420,000000,12.2000000,12.5890000,11.7500000,12.4000000,19728900"
"AFKS,D,20220421,000000,12.3010000,12.5500000,12.1000000,12.5500000,10874400"
"AFKS,D,20220422,000000,12.4900000,12.5390000,12.1230000,12.3000000,7424700"
"AFKS,D,20220425,000000,12.1550000,12.1840000,11.6240000,12.1790000,18914200"
"AFKS,D,20220426,000000,12.1490000,12.6980000,11.9210000,12.5980000,20700300"
"AFKS,D,20220427,000000,12.4720000,13.7000000,12.4530000,12.5870000,46752000"
"AFKS,D,20220428,000000,12.7410000,13.3490000,12.3800000,12.5000000,42965400"
"AFKS,D,20220429,000000,12.6000000,12.9300000,12.5090000,12.9090000,11309800"
"AFKS,D,20220504,000000,12.8960000,13.1370000,12.5890000,12.6000000,9336400"
"AFKS,D,20220505,000000,12.6550000,12.9770000,12.6300000,12.8400000,7290300"
"AFKS,D,20220506,000000,12.8400000,12.9000000,12.4700000,12.9000000,12120100"
"AFKS,D,20220511,000000,12.7720000,12.7990000,12.5000000,12.6500000,9451500"
"AFKS,D,20220512,000000,12.6500000,12.6660000,12.0900000,12.1060000,10045700"
"AFKS,D,20220513,000000,12.2600000,12.4260000,12.0530000,12.2200000,6753000"
"AFKS,D,20220516,000000,12.2810000,12.4180000,12.1180000,12.2940000,8378100"
"AFKS,D,20220517,000000,12.3500000,12.4300000,12.1920000,12.3460000,17536800"
"AFKS,D,20220518,000000,12.6120000,13.9300000,12.6120000,13.3710000,116293600"
"AFKS,D,20220519,000000,13.2520000,13.3700000,12.8200000,13.3500000,21081600"
"AFKS,D,20220520,000000,13.3800000,13.7400000,12.5600000,12.7600000,25095900"
"AFKS,D,20220523,000000,12.9420000,12.9420000,12.3700000,12.4120000,10610200"
"AFKS,D,20220524,000000,12.4510000,12.8800000,12.1210000,12.6000000,13478700"
"AFKS,D,20220525,000000,12.6690000,12.9500000,12.6610000,12.8600000,8414000"
"AFKS,D,20220526,000000,12.9110000,13.1130000,12.8030000,13.0000000,14806700"
"AFKS,D,20220527,000000,12.9240000,13.0990000,12.7010000,12.7610000,8302900"
"AFKS,D,20220530,000000,12.8800000,12.8890000,12.6100000,12.7500000,9109400"
"AFKS,D,20220531,000000,12.6290000,12.9590000,12.6210000,12.9590000,11697400"
"AFKS,D,20220601,000000,12.8520000,13.1900000,12.7100000,13.1900000,11241100"
"AFKS,D,20220602,000000,13.1500000,13.1840000,12.8010000,12.8260000,7395100"
"AFKS,D,20220603,000000,12.9210000,12.9260000,12.4260000,12.8430000,10074600"
"AFKS,D,20220606,000000,12.7800000,12.8190000,12.4510000,12.5400000,7835400"
"AFKS,D,20220607,000000,12.4690000,12.5040000,12.0800000,12.4700000,16381700"
"AFKS,D,20220608,000000,12.4960000,12.6990000,12.4580000,12.5650000,11977300"
"AFKS,D,20220609,000000,12.6210000,12.9390000,12.3020000,12.3020000,20131700"
"AFKS,D,20220610,000000,12.3450000,12.6000000,12.2240000,12.4500000,28067600"
"AFKS,D,20220614,000000,12.3890000,12.5500000,12.2500000,12.5500000,9935300"
"AFKS,D,20220615,000000,12.4990000,12.5220000,12.3620000,12.4610000,12133800"
"AFKS,D,20220616,000000,12.5180000,12.7480000,12.4410000,12.6950000,23975500"
"AFKS,D,20220617,000000,12.7010000,12.7410000,12.5080000,12.5080000,9076600"
"AFKS,D,20220620,000000,12.5490000,13.0000000,12.5220000,12.8300000,35336600"
"AFKS,D,20220621,000000,12.9650000,12.9890000,12.7600000,12.9720000,23187500"
"AFKS,D,20220622,000000,12.9750000,13.0710000,12.6200000,12.9000000,23377700"
"AFKS,D,20220623,000000,12.8700000,13.8610000,12.7990000,13.5310000,64233100"
"AFKS,D,20220624,000000,13.6000000,14.2360000,13.5830000,13.9700000,57616300"
"AFKS,D,20220627,000000,13.9900000,14.6490000,13.7180000,14.5670000,44498300"
"AFKS,D,20220628,000000,14.5750000,15.2880000,14.5670000,14.6000000,65204000"
"AFKS,D,20220629,000000,14.6460000,15.1490000,14.0000000,14.8800000,42671000"
"AFKS,D,20220630,000000,14.8500000,15.0450000,13.7140000,14.5000000,63579600"
"AFKS,D,20220701,000000,14.3110000,15.4000000,14.2000000,14.8500000,53456700"
"AFKS,D,20220704,000000,15.0000000,15.4900000,14.5500000,15.0000000,33548800"
"AFKS,D,20220705,000000,15.0030000,15.1840000,14.8000000,15.0000000,16770700"
"AFKS,D,20220706,000000,14.9400000,15.2280000,14.8650000,15.1630000,24557000"
"AFKS,D,20220707,000000,15.1640000,15.3000000,14.7600000,15.0510000,24990700"
"AFKS,D,20220708,000000,15.0000000,15.1470000,14.8300000,15.0440000,12057500"
"AFKS,D,20220711,000000,14.9250000,15.0450000,14.7600000,14.8000000,16475400"
"AFKS,D,20220712,000000,14.3700000,14.6640000,14.0400000,14.1730000,36057300"
"AFKS,D,20220713,000000,14.1700000,14.4700000,13.3010000,13.3810000,32323100"
"AFKS,D,20220714,000000,13.3810000,13.7500000,12.9000000,13.1070000,25013200"
"AFKS,D,20220715,000000,13.1610000,13.6970000,12.9220000,13.6970000,19682500"
"AFKS,D,20220718,000000,13.8200000,13.9320000,13.2830000,13.4700000,17827500"
"AFKS,D,20220719,000000,13.4790000,13.7000000,13.0000000,13.3700000,19600100"
"AFKS,D,20220720,000000,13.3700000,13.5000000,13.1000000,13.1970000,12508000"
"AFKS,D,20220721,000000,13.2100000,13.2100000,12.7610000,13.0100000,15979700"
"AFKS,D,20220722,000000,12.9910000,13.6890000,12.9360000,13.5600000,17747000"
"AFKS,D,20220725,000000,13.5490000,14.2000000,13.4100000,13.9900000,19903700"
"AFKS,D,20220726,000000,14.0310000,14.5300000,13.8570000,14.3510000,29327700"
"AFKS,D,20220727,000000,14.3550000,14.5200000,14.0000000,14.0000000,18261500"
"AFKS,D,20220728,000000,14.0510000,14.2420000,13.7510000,13.9100000,13853900"
"AFKS,D,20220729,000000,13.9000000,14.7660000,13.8150000,14.7660000,48817700"
"AFKS,D,20220801,000000,14.7490000,14.7790000,14.1550000,14.1700000,23844700"
"AFKS,D,20220802,000000,14.0700000,14.0930000,13.7600000,13.7600000,16819400"
"AFKS,D,20220803,000000,13.7590000,14.1000000,13.5100000,13.7790000,22281400"
"AFKS,D,20220804,000000,13.8000000,14.4700000,13.8000000,14.2250000,43900200"
"AFKS,D,20220805,000000,14.2770000,14.3660000,13.5010000,13.7330000,26161000"
"AFKS,D,20220808,000000,14.0200000,14.2780000,13.7750000,13.7750000,16437700"
"AFKS,D,20220809,000000,13.8480000,14.1000000,13.7620000,14.1000000,11357600"
"AFKS,D,20220810,000000,14.0000000,14.3670000,13.9170000,14.3000000,22634800"
"AFKS,D,20220811,000000,14.3500000,14.6500000,14.0400000,14.2900000,25046900"
"AFKS,D,20220812,000000,14.3430000,14.5000000,14.1050000,14.3020000,11262500"
"AFKS,D,20220815,000000,14.3540000,14.5800000,14.3180000,14.5800000,10886800"
"AFKS,D,20220816,000000,14.2700000,14.8000000,14.1500000,14.8000000,17593600"
"AFKS,D,20220817,000000,14.8100000,15.0600000,14.4500000,14.5070000,26725400"
"AFKS,D,20220818,000000,14.5650000,14.6270000,14.2300000,14.4460000,11849600"
"AFKS,D,20220819,000000,14.4460000,14.4460000,14.0140000,14.2880000,13377800"
"AFKS,D,20220822,000000,14.2750000,14.4890000,14.1550000,14.4400000,10503000"
"AFKS,D,20220823,000000,14.4500000,14.8800000,14.3370000,14.6800000,23448800"
"AFKS,D,20220824,000000,14.6850000,14.6980000,14.3200000,14.4610000,16443700"
"AFKS,D,20220825,000000,14.5010000,14.6800000,14.3390000,14.3600000,18760700"
"AFKS,D,20220826,000000,14.4390000,14.5320000,14.3580000,14.5000000,10618900"
"AFKS,D,20220829,000000,14.6550000,14.9560000,14.4130000,14.5800000,38601400"
"AFKS,D,20220830,000000,14.5800000,14.5850000,14.3600000,14.5400000,19243200"
"AFKS,D,20220831,000000,14.5000000,14.6620000,14.4500000,14.6620000,17816200"
"AFKS,D,20220901,000000,14.6650000,14.6650000,14.4600000,14.4600000,14527300"
"AFKS,D,20220902,000000,14.5000000,14.6500000,14.3700000,14.6500000,18657200"
"AFKS,D,20220905,000000,14.7000000,15.4340000,14.6000000,15.4340000,51101800"
"AFKS,D,20220906,000000,15.4300000,15.4400000,14.5000000,14.8050000,58180200"
"AFKS,D,20220907,000000,14.8510000,15.3380000,14.6500000,14.7410000,44905100"
"AFKS,D,20220908,000000,14.7740000,14.9470000,14.6610000,14.7110000,20498800"
"AFKS,D,20220909,000000,14.7730000,15.0700000,14.7300000,15.0100000,11078000"
"AFKS,D,20220912,000000,14.9990000,15.2700000,14.9000000,15.0700000,21353400"
"AFKS,D,20220913,000000,15.1200000,15.1890000,14.9330000,15.0000000,14686900"
"AFKS,D,20220914,000000,15.0160000,15.0230000,14.5410000,14.7920000,29370400"
"AFKS,D,20220915,000000,14.8700000,14.8700000,14.6110000,14.7900000,13610200"
"AFKS,D,20220916,000000,14.8000000,15.1000000,14.7400000,14.8310000,20287000"
"AFKS,D,20220919,000000,14.8260000,14.9900000,14.7950000,14.8890000,10534300"
"AFKS,D,20220920,000000,14.8940000,14.9440000,13.1490000,13.5840000,65174000"
"AFKS,D,20220921,000000,12.1580000,13.4690000,12.0500000,12.6190000,43386400"
"AFKS,D,20220922,000000,12.6580000,13.1190000,12.4010000,12.7810000,25481100"
"AFKS,D,20220923,000000,12.8100000,12.8110000,11.3660000,11.7590000,70474800"
"AFKS,D,20220926,000000,11.4720000,11.5600000,9.9000000,10.3440000,72471600"
"AFKS,D,20220927,000000,10.3440000,11.0860000,10.1030000,10.7290000,47774800"
"AFKS,D,20220928,000000,10.7250000,10.8880000,10.4290000,10.6900000,31925000"
"AFKS,D,20220929,000000,10.7090000,10.7590000,10.0070000,10.5340000,40647500"
"AFKS,D,20220930,000000,10.5340000,10.6900000,10.0000000,10.6790000,47808700"
"AFKS,D,20221003,000000,10.6600000,11.2950000,10.5390000,11.2300000,37689500"
"AFKS,D,20221004,000000,11.3200000,11.4500000,10.7900000,11.0000000,37120800"
"AFKS,D,20221005,000000,11.0010000,11.0010000,10.3350000,10.7490000,37453100"
"AFKS,D,20221006,000000,10.7600000,10.9750000,10.6010000,10.6110000,15977600"
"AFKS,D,20221007,000000,10.5830000,10.5900000,10.1400000,10.1400000,18456700"
"AFKS,D,20221010,000000,9.9980000,10.6600000,9.5250000,10.5820000,35634100"
"AFKS,D,20221011,000000,10.6290000,10.8990000,10.4560000,10.6960000,17883900"
"AFKS,D,20221012,000000,10.8080000,10.9800000,10.6060000,10.7940000,14852200"
"AFKS,D,20221013,000000,10.7500000,11.1050000,10.7030000,10.9940000,18917400"
"AFKS,D,20221014,000000,11.0720000,11.0950000,10.8500000,10.9900000,12573400"
"AFKS,D,20221017,000000,11.0450000,11.5500000,10.9950000,11.4980000,20269500"
"AFKS,D,20221018,000000,11.5200000,11.8770000,11.2510000,11.3200000,41197000"
"AFKS,D,20221019,000000,11.4130000,11.4700000,11.0650000,11.4100000,25014800"
"AFKS,D,20221020,000000,11.4750000,11.7900000,11.4500000,11.6530000,22191800"
"AFKS,D,20221021,000000,11.5680000,11.9200000,11.4560000,11.8500000,14776300"
"AFKS,D,20221024,000000,11.9300000,12.0800000,11.6600000,11.8380000,20820000"
"AFKS,D,20221025,000000,11.8280000,12.5000000,11.7790000,12.3210000,34973100"
"AFKS,D,20221026,000000,12.4410000,12.8840000,12.3450000,12.6490000,50278100"
"AFKS,D,20221027,000000,12.7110000,12.8600000,12.5680000,12.7700000,20290200"
"AFKS,D,20221028,000000,12.7440000,12.7570000,12.4760000,12.6960000,17702700"
"AFKS,D,20221031,000000,12.7350000,12.8900000,12.6730000,12.7700000,15025400"
"AFKS,D,20221101,000000,12.7910000,12.8370000,12.5450000,12.7700000,16784400"
"AFKS,D,20221102,000000,12.7960000,12.8180000,12.0000000,12.4630000,12010900"
"AFKS,D,20221103,000000,12.4310000,12.5600000,12.2120000,12.4530000,17279100"
"AFKS,D,20221107,000000,12.6750000,12.9840000,12.5650000,12.9750000,24874800"
"AFKS,D,20221108,000000,12.9800000,13.2680000,12.8600000,13.0960000,29187900"
"AFKS,D,20221109,000000,13.0530000,13.1500000,12.6240000,12.8140000,40856300"
"AFKS,D,20221110,000000,12.8240000,13.2440000,12.8240000,13.0340000,35835700"
"AFKS,D,20221111,000000,13.0860000,13.1600000,12.9010000,13.0200000,14491700"
"AFKS,D,20221114,000000,13.0560000,13.1200000,12.9200000,13.0270000,14049800"
"AFKS,D,20221115,000000,13.0700000,13.0980000,12.0640000,12.5850000,31269200"
"AFKS,D,20221116,000000,12.7380000,12.9970000,12.6000000,12.9500000,12944700"
"AFKS,D,20221117,000000,12.9680000,13.0000000,12.7000000,12.7830000,9111200"
"AFKS,D,20221118,000000,12.7830000,12.7990000,12.5550000,12.7340000,11410800"
